ID,Character,Image,Decomposition,Description
901,奭,4524879.jpg,Compound 奭  from person-big 大 dà and  two-hundred 皕 bì. (name- anger 奭 shì).,(- original meaning abundant)
902,首,4526622.jpg,Component 𦣻 older 首 older 𩠐  name- head 𦣻首𩠐 shǒu,(- head with hair)
903,首,4527278.jpg,Component 𦣻 older 首 older 𩠐  name- head 𦣻首𩠐 shǒu,(- head with hair)
904,首,4527614.jpg,Component 𦣻 older 首 older 𩠐  name- head 𦣻首𩠐 shǒu,(- head with hair)
905,首,4527550.jpg,Component 𦣻 older 首 older 𩠐  name- head 𦣻首𩠐 shǒu,(- head with hair)
906,受,4528508.jpg,Component 受 from 𠭧𡬳 from hand-above 爫 zhuǎ and (rem- 冖 mì) from  boat 舟 and  right-hand 又 yòu name- two-hands-shou 受 shòu.,(- offloading a boat)
907,受,4528702.jpg,Component 受 from 𠭧𡬳 from hand-above 爫 zhuǎ and (rem- 冖 mì) from  boat 舟 and  right-hand 又 yòu name- two-hands-shou 受 shòu.,(- offloading a boat)
908,受,4528346.jpg,Component 受 from 𠭧𡬳 from hand-above 爫 zhuǎ and (rem- 冖 mì) from  boat 舟 and  right-hand 又 yòu name- two-hands-shou 受 shòu.,(- offloading a boat)
909,书,4528667.jpg,Component 書 older 𦘠  from hand-brush-paper 聿 yù and  mouth-speaking 曰 yuē from related phonetic ink-mouth 者 zhě A230 书[書] new-char 书. (name- brush-ink-book (书)書𦘠 shū),(- painting 画畫畵 from 田 tián) (- daytime 晝𦘙 from 日 rì) (- book 書𦘠 from 曰 yuē)
910,殳,4529207.jpg,Component 殳 from right-hand 又 yòu and  (rem- 𠘧 shū) and  (not- 几 jǐ). (name- hand-action 殳 shū),(- a non descript tool 𠘧) (- 28 from 殳) (- 𠬛𠬸 mò in 没沒 歿殁)
911,殳,4529946.jpg,Component 殳 from right-hand 又 yòu and  (rem- 𠘧 shū) and  (not- 几 jǐ). (name- hand-action 殳 shū),(- a non descript tool 𠘧) (- 28 from 殳) (- 𠬛𠬸 mò in 没沒 歿殁)
912,黍,4529631.jpg,Component 黍 from grain 禾 hé and  enter 入 rù and  water 水 shuǐ. (name- plant-millet 黍 shǔ),(- plant grain that holds water)
913,黍,4530568.jpg,Component 黍 from grain 禾 hé and  enter 入 rù and  water 水 shuǐ. (name- plant-millet 黍 shǔ),(- plant grain that holds water)
914,黍,4530191.jpg,Component 黍 from grain 禾 hé and  enter 入 rù and  water 水 shuǐ. (name- plant-millet 黍 shǔ),(- plant grain that holds water)
915,黍,4530814.jpg,Component 黍 from grain 禾 hé and  enter 入 rù and  water 水 shuǐ. (name- plant-millet 黍 shǔ),(- plant grain that holds water)
916,朮,4532853.jpg,Component 术 older 朮 new-char 术 A231 术[術]  new-char 术 (name- plant-millet 术朮 shù),(- in Chinese herb 药苍术、白术 pronounced zhú) (- hand holding glutinous rice)
917,戍,4532741.jpg,Component 戍 from dagger-ax 戈 gē and  person 人 rén. name- weapon-borders 戍 shù,(- person holding a weapon)
918,戍,4532414.jpg,Component 戍 from dagger-ax 戈 gē and  person 人 rén. name- weapon-borders 戍 shù,(- person holding a weapon)
919,束,4534881.jpg,Component 束 name- sheaf 束 shù,"(- a sheaf, a bundle which is tied) (- see 東柬束帝)"
920,束,4534874.jpg,Component 束 name- sheaf 束 shù,"(- a sheaf, a bundle which is tied) (- see 東柬束帝)"
921,束,4534640.jpg,Component 束 name- sheaf 束 shù,"(- a sheaf, a bundle which is tied) (- see 東柬束帝)"
922,束,4535312.jpg,Component 束 name- sheaf 束 shù,"(- a sheaf, a bundle which is tied) (- see 東柬束帝)"
923,束,4535953.jpg,Component 束 name- sheaf 束 shù,"(- a sheaf, a bundle which is tied) (- see 東柬束帝)"
924,束,4535256.jpg,Component 束 name- sheaf 束 shù,"(- a sheaf, a bundle which is tied) (- see 東柬束帝)"
925,庶,4536742.jpg,Component 庶 mutant 庻 from (rem+ 广 guǎng-yǎn) and  (rem- 廿 niàn from 口) from  rock-chime 石 shí and  fire-dots 灬火 huǒ C537 庶<庻> simp 庶. (name- numerous 庶 shù),"(- original meaning to cook with hot rocks 庶牛) (- now meaning ""many"") (- see 席)"
926,顺,4538958.jpg,Compound 順  from person-head (页)頁 yè and  phonetic three-water-river 川 chuān  simp 顺.,
927,纟,4539302.jpg,Component 糹 R04 纟糹糸 new-char 纟 (name- single-thread (纟)糹 mì),緋紛縫紱紼縛紺纲綱紞 縞紇給綆緱緄絎紘繙紿 縉經絅糺糾綄繯𦇏綞縗 繪緝績級紀繙紡締絰緞 纏緾綝絺紬綢絀綽純綳 繃編緥纔綵絆綁綜総縂 總緫纵縱組綎纆䌔絪继 繼緘縑繮絳絞紙緻終緣 約紜緼縕綺繾綪縴紂縐 绉紵綴縋綧緇纘緬緲緡 繆納紐紕縹綦綮繦繰綣 纕繞紉紝絨繻縟繖繅紗 繕緔紹紳繩綬紓繳結絹 絕緙絝纊綑纜縲絃线綫 缐緗綃緒續續纁紃綖縯 縊繶繹纓練練練綡繚綾 綹缕縷綠綸絡縵綿緦綏 縮縚縧綯綈緹統紈綰網 維緯紋紊细細𥿳綌纤纖 繒綻縝紖织織紆纈絏緤 紲綉绣繡縭
928,纟,4539815.jpg,Component 糹 R04 纟糹糸 new-char 纟 (name- single-thread (纟)糹 mì),緋紛縫紱紼縛紺纲綱紞 縞紇給綆緱緄絎紘繙紿 縉經絅糺糾綄繯𦇏綞縗 繪緝績級紀繙紡締絰緞 纏緾綝絺紬綢絀綽純綳 繃編緥纔綵絆綁綜総縂 總緫纵縱組綎纆䌔絪继 繼緘縑繮絳絞紙緻終緣 約紜緼縕綺繾綪縴紂縐 绉紵綴縋綧緇纘緬緲緡 繆納紐紕縹綦綮繦繰綣 纕繞紉紝絨繻縟繖繅紗 繕緔紹紳繩綬紓繳結絹 絕緙絝纊綑纜縲絃线綫 缐緗綃緒續續纁紃綖縯 縊繶繹纓練練練綡繚綾 綹缕縷綠綸絡縵綿緦綏 縮縚縧綯綈緹統紈綰網 維緯紋紊细細𥿳綌纤纖 繒綻縝紖织織紆纈絏緤 紲綉绣繡縭
929,纟,4539826.jpg,Component 糹 R04 纟糹糸 new-char 纟 (name- single-thread (纟)糹 mì),緋紛縫紱紼縛紺纲綱紞 縞紇給綆緱緄絎紘繙紿 縉經絅糺糾綄繯𦇏綞縗 繪緝績級紀繙紡締絰緞 纏緾綝絺紬綢絀綽純綳 繃編緥纔綵絆綁綜総縂 總緫纵縱組綎纆䌔絪继 繼緘縑繮絳絞紙緻終緣 約紜緼縕綺繾綪縴紂縐 绉紵綴縋綧緇纘緬緲緡 繆納紐紕縹綦綮繦繰綣 纕繞紉紝絨繻縟繖繅紗 繕緔紹紳繩綬紓繳結絹 絕緙絝纊綑纜縲絃线綫 缐緗綃緒續續纁紃綖縯 縊繶繹纓練練練綡繚綾 綹缕縷綠綸絡縵綿緦綏 縮縚縧綯綈緹統紈綰網 維緯紋紊细細𥿳綌纤纖 繒綻縝紖织織紆纈絏緤 紲綉绣繡縭
930,丝,4540180.jpg,Component 𢇁 from 絲  from two single-thread 糸 mì F011 (丝)絲 simp 丝. name- two-threads (丝)𢇁絲 sī,
931,丝,4540611.jpg,Component 𢇁 from 絲  from two single-thread 糸 mì F011 (丝)絲 simp 丝. name- two-threads (丝)𢇁絲 sī,
932,司,4540375.jpg,Component 司 from (rem+ left facing person) from  person 人 rén and  mouth 口 kǒu.  (name- preside-over 司 sī),(- left facing person who gives orders)  (mirror- 后司) (mirror- 𠂋匕-人)
933,死,4541848.jpg,Component 死 older 𣦸𣦹  from bone 歹 dǎi and bone 歺𣦵 è and  person-right 匕 bǐ. (name- person-bone-dead 𣦸死 sǐ),
934,死,4542917.jpg,Component 死 older 𣦸𣦹  from bone 歹 dǎi and bone 歺𣦵 è and  person-right 匕 bǐ. (name- person-bone-dead 𣦸死 sǐ),
935,巳,4542317.jpg,Component 巳 (name- baby 巳 sì),"巳 swaddled baby 夔包巸祀. Often confounded with 己已㠯. 道 in (导)導. Phonetic in 汜祀圯. 卩 in 巽巺𢁅 巷. 㠯 in 异. 起 originally 巳. 巸 correct, 𦣤 wrong."
936,巳,4542236.jpg,Component 巳 (name- baby 巳 sì),"巳 swaddled baby 夔包巸祀. Often confounded with 己已㠯. 道 in (导)導. Phonetic in 汜祀圯. 卩 in 巽巺𢁅 巷. 㠯 in 异. 起 originally 巳. 巸 correct, 𦣤 wrong."
937,巳,4542506.jpg,Component 巳 (name- baby 巳 sì),"巳 swaddled baby 夔包巸祀. Often confounded with 己已㠯. 道 in (导)導. Phonetic in 汜祀圯. 卩 in 巽巺𢁅 巷. 㠯 in 异. 起 originally 巳. 巸 correct, 𦣤 wrong."
938,巳,4543787.jpg,Component 巳 (name- baby 巳 sì),"巳 swaddled baby 夔包巸祀. Often confounded with 己已㠯. 道 in (导)導. Phonetic in 汜祀圯. 卩 in 巽巺𢁅 巷. 㠯 in 异. 起 originally 巳. 巸 correct, 𦣤 wrong."
939,巳,4544125.jpg,Component 巳 (name- baby 巳 sì),"巳 swaddled baby 夔包巸祀. Often confounded with 己已㠯. 道 in (导)導. Phonetic in 汜祀圯. 卩 in 巽巺𢁅 巷. 㠯 in 异. 起 originally 巳. 巸 correct, 𦣤 wrong."
940,四,4544268.jpg,Component 四 (name- four-si 四 sì),
941,四,4546148.jpg,Component 四 (name- four-si 四 sì),
942,汜,4546284.jpg,Compound 汜  from three-dot-water 氵 shuǐ and  phonetic baby 巳 sì.,
943,兕,4546267.jpg,Component 兕 older 𤉡𧰽 (name- rhinoceros 兕 sì),(- a rhinoceros)
944,兕,4547584.jpg,Component 兕 older 𤉡𧰽 (name- rhinoceros 兕 sì),(- a rhinoceros)
945,祀,4547313.jpg,Compound 祀 from altar 礻示 shì and  phonetic baby 巳 sì C543 祀<禩> simp 祀.,
946,宋,4547934.jpg,Compound 宋  from building 宀 mián and  tree 木 mù. (name- wooden-house 宋 sòng),
947,宋,4548425.jpg,Compound 宋  from building 宀 mián and  tree 木 mù. (name- wooden-house 宋 sòng),
948,夙,4548147.jpg,Compound 夙𡖊 from two-hands 丮 jǐ and  moon 夕 xī.,(- Shuowen says it is from 𠉦𠈇) (- original meaning respect） (- heliacal rising of the moon or respect for the last moon)
949,宿,4548311.jpg,Compound 宿 older 㝛  from building 宀 mián and  (rem- 佰 bǎi) from  sleep-on-mat 𠈇𠉦 none C550 宿<㝛> simp 宿.,
950,宿,4548702.jpg,Compound 宿 older 㝛  from building 宀 mián and  (rem- 佰 bǎi) from  sleep-on-mat 𠈇𠉦 none C550 宿<㝛> simp 宿.,
951,宿,4549680.jpg,Compound 宿 older 㝛  from building 宀 mián and  (rem- 佰 bǎi) from  sleep-on-mat 𠈇𠉦 none C550 宿<㝛> simp 宿.,
952,宿,4549611.jpg,Compound 宿 older 㝛  from building 宀 mián and  (rem- 佰 bǎi) from  sleep-on-mat 𠈇𠉦 none C550 宿<㝛> simp 宿.,
953,岁,4549146.jpg,Compound 嵗 older 歲 from (rem- 山 shān) from  two-feet 步𣥗 bù and  related phonetic weapon 戌 xū and moon 夕 xī C553 歲<嵗> B103 岁[歲] new-char 岁. (name- Jupiter (岁)歲 suì),"(- weed 戌 the fields in summer) (- 木星 Jupiter retrograde cycle and orbit of 12 years actually 11.86 years) (- simplification from 歲月 which means ""time"" 月 to 夕)"
954,岁,4550142.jpg,Compound 嵗 older 歲 from (rem- 山 shān) from  two-feet 步𣥗 bù and  related phonetic weapon 戌 xū and moon 夕 xī C553 歲<嵗> B103 岁[歲] new-char 岁. (name- Jupiter (岁)歲 suì),"(- weed 戌 the fields in summer) (- 木星 Jupiter retrograde cycle and orbit of 12 years actually 11.86 years) (- simplification from 歲月 which means ""time"" 月 to 夕)"
955,岁,4550262.jpg,Compound 嵗 older 歲 from (rem- 山 shān) from  two-feet 步𣥗 bù and  related phonetic weapon 戌 xū and moon 夕 xī C553 歲<嵗> B103 岁[歲] new-char 岁. (name- Jupiter (岁)歲 suì),"(- weed 戌 the fields in summer) (- 木星 Jupiter retrograde cycle and orbit of 12 years actually 11.86 years) (- simplification from 歲月 which means ""time"" 月 to 夕)"
956,孙,4550333.jpg,Compound 孫 from child 子 zi and  (rem- 小 xiǎo) from  thread-connection 系 xì B104 孙[孫] new-char 孙. name- grandchild (孙)孫 sūn,(- children did the spinning)
957,它,4551602.jpg,Component 它 C562 它<牠>(祂) simp 它. (name- snake 它 tā),(- a snake in 蛇 shé)
958,它,4552365.jpg,Component 它 C562 它<牠>(祂) simp 它. (name- snake 它 tā),(- a snake in 蛇 shé)
959,贪,4552131.jpg,Compound 貪  from cowry (贝)貝 bèi and  inverted-mouth 今 jīn.,
960,唐,4552143.jpg,Component 唐 from (rem- 广 guǎng-yǎn) from  pestle-geng 庚 gēng and  mouth 口 kǒu. (name- Tang-dynasty 唐 táng),(- to brag 荒唐之言《庄子·天下》)
961,唐,4553507.jpg,Component 唐 from (rem- 广 guǎng-yǎn) from  pestle-geng 庚 gēng and  mouth 口 kǒu. (name- Tang-dynasty 唐 táng),(- to brag 荒唐之言《庄子·天下》)
962,唐,4553843.jpg,Component 唐 from (rem- 广 guǎng-yǎn) from  pestle-geng 庚 gēng and  mouth 口 kǒu. (name- Tang-dynasty 唐 táng),(- to brag 荒唐之言《庄子·天下》)
963,天,4553268.jpg,Component 天 from (rem- 一 yī) from enclosure 囗 wéi and person-big 大 dà. name- sky-heaven 天 tiān,(- the round sky 囗 above a man 大).
964,天,4554730.jpg,Component 天 from (rem- 一 yī) from enclosure 囗 wéi and person-big 大 dà. name- sky-heaven 天 tiān,(- the round sky 囗 above a man 大).
965,天,4554669.jpg,Component 天 from (rem- 一 yī) from enclosure 囗 wéi and person-big 大 dà. name- sky-heaven 天 tiān,(- the round sky 囗 above a man 大).
966,田,4555793.jpg,Component 田 (name- field 田 tián),(- a rice field) (- usually found in context with other meanings)
967,田,4555707.jpg,Component 田 (name- field 田 tián),(- a rice field) (- usually found in context with other meanings)
968,畋,4555577.jpg,Compound 畋  from field 田 tián and  hand-action 攵攴 pū.,
969,聑,4556637.jpg,Compound 聑 from two ear 耳 ěr. (name- peaceful-tie 聑 tiē),(- quiet)
970,亭,4556607.jpg,Compound 亭  from building-tall 高 gāo and  phonetic nail 丁 dīng,
971,同,4556387.jpg,Component 同 from sail 凡 fán and  mouth 口 kǒu C576 同<仝衕> simp 同. name- together 同 tóng,(- indicating- 凡是 every)
972,童,4557152.jpg,Component 童 older 𥪿  from (rem- 立 lì)(rem- 里 lǐ) from  sin 䇂 qiān and  phonetic container-heavy 重 zhòng.,"(- a boy carrying a bundle 重 with punishment marker 䇂 on top. Earlier forms, the boy had an eye and no bundle)"
973,童,4557965.jpg,Component 童 older 𥪿  from (rem- 立 lì)(rem- 里 lǐ) from  sin 䇂 qiān and  phonetic container-heavy 重 zhòng.,"(- a boy carrying a bundle 重 with punishment marker 䇂 on top. Earlier forms, the boy had an eye and no bundle)"
974,涂,4557423.jpg,Compound 涂 from three-dot-water 氵 shuǐ and  phonetic bitter-herb 余 yú  (not- 佘 shé) A250 涂[塗] simp 涂. (name- river-name-tu 涂 tú),
975,梌,4558200.jpg,Compound 梌  from tree 木 mù and  phonetic bitter-herb 余 yú  (not- 佘 shé).,
976,土,4559116.jpg,Component 土 mutant 圡 (name- potters-clay 土 tǔ),"(- a potters wheel with a lump of clay indicating earth, clay, sometimes land) (-大 in 去厺㚎 赤灻𤆍 𦍒羍 走𣥚𧺆 幸𠂷𡴘) (-土 in 全 生𤯓㞢 𡈼垂對 重𡍴 堇𡏳 𡉚凷坐在 毁毀) (-之 in 寺) (-other 壳𡉉𠕓 主 黑𪐗 圥𡴆 牡庄𤴶莊) (-phonetic 肚) (-cognate 塞地)"
977,土,4559470.jpg,Component 土 mutant 圡 (name- potters-clay 土 tǔ),"(- a potters wheel with a lump of clay indicating earth, clay, sometimes land) (-大 in 去厺㚎 赤灻𤆍 𦍒羍 走𣥚𧺆 幸𠂷𡴘) (-土 in 全 生𤯓㞢 𡈼垂對 重𡍴 堇𡏳 𡉚凷坐在 毁毀) (-之 in 寺) (-other 壳𡉉𠕓 主 黑𪐗 圥𡴆 牡庄𤴶莊) (-phonetic 肚) (-cognate 塞地)"
978,土,4559705.jpg,Component 土 mutant 圡 (name- potters-clay 土 tǔ),"(- a potters wheel with a lump of clay indicating earth, clay, sometimes land) (-大 in 去厺㚎 赤灻𤆍 𦍒羍 走𣥚𧺆 幸𠂷𡴘) (-土 in 全 生𤯓㞢 𡈼垂對 重𡍴 堇𡏳 𡉚凷坐在 毁毀) (-之 in 寺) (-other 壳𡉉𠕓 主 黑𪐗 圥𡴆 牡庄𤴶莊) (-phonetic 肚) (-cognate 塞地)"
979,土,4559225.jpg,Component 土 mutant 圡 (name- potters-clay 土 tǔ),"(- a potters wheel with a lump of clay indicating earth, clay, sometimes land) (-大 in 去厺㚎 赤灻𤆍 𦍒羍 走𣥚𧺆 幸𠂷𡴘) (-土 in 全 生𤯓㞢 𡈼垂對 重𡍴 堇𡏳 𡉚凷坐在 毁毀) (-之 in 寺) (-other 壳𡉉𠕓 主 黑𪐗 圥𡴆 牡庄𤴶莊) (-phonetic 肚) (-cognate 塞地)"
980,兔,4600626.jpg,"Component 兔 variants 兎""兔"" from (not- 免 miǎn) C579 兔<兎""兔""> 1965 was 兎. (name- rabbit 兔 tù)",(- a rabbit)
981,屯,4602991.jpg,Component 屯 (name- plant-sprout 屯 tún),(- a sprout)
982,豚,4602337.jpg,Component 豚 from (rem- 月 yuè) from  ribs ⺼肉 ròu and  pig 豕 shǐ name- small-pig 豚 tún.,
983,豚,4603561.jpg,Component 豚 from (rem- 月 yuè) from  ribs ⺼肉 ròu and  pig 豕 shǐ name- small-pig 豚 tún.,
984,乇,4603780.jpg,Component 乇. (name- support-pole 乇 tuō),(- probably a support pole of a house)乇 tuō (- See 宅 zhái) 亳 bó C735 咤<吒> zhā
985,乇,4603239.jpg,Component 乇. (name- support-pole 乇 tuō),(- probably a support pole of a house)乇 tuō (- See 宅 zhái) 亳 bó C735 咤<吒> zhā
986,橐,4603918.jpg,Compound 橐  from bag 囊 náng and  rock-chime 石 shí and  (rem- 木 mù),
987,橐,4604637.jpg,Compound 橐  from bag 囊 náng and  rock-chime 石 shí and  (rem- 木 mù),
988,橐,4604209.jpg,Compound 橐  from bag 囊 náng and  rock-chime 石 shí and  (rem- 木 mù),
989,橐,4604394.jpg,Compound 橐  from bag 囊 náng and  rock-chime 石 shí and  (rem- 木 mù),
990,橐,4605750.jpg,Compound 橐  from bag 囊 náng and  rock-chime 石 shí and  (rem- 木 mù),
991,鼍,4605363.jpg,Compound 鼉  from animal-toad (黾)黽 mǐn and  phonetic sling (单)單 dān.,
992,鼍,4605374.jpg,Compound 鼉  from animal-toad (黾)黽 mǐn and  phonetic sling (单)單 dān.,
993,妥,4606347.jpg,Compound 妥  from female 女 nǚ and  hand-above 爫 zhuǎ name- woman-satisfactory 妥 tuǒ,(- controlling her).
994,妥,4607901.jpg,Compound 妥  from female 女 nǚ and  hand-above 爫 zhuǎ name- woman-satisfactory 妥 tuǒ,(- controlling her).
995,宛,4607668.jpg,PCompound 宛  from building 宀 mián and  phonetic new-moon 夗夘 yuàn. (name- new-moon-crescent 宛 wǎn),"Possibly indicates opposite bent crescents of the new and old moon which would appear to the ancients to happen between one sunset and the next sunrise.  see 夗, 卯 and 昴. 《史记·卷一一七·司马相如传》：「奔星更于闰闼,宛虹拖于楯轩。」"
996,万,4607217.jpg,Component 萬 older 𥝅  from (rem+ 艹 claws) and  (rem+ 臼 jiù claws)(rem- 禺 yú) B106 万[萬] simp 万. (name- scorpion-10000 (万)萬𥝅 wàn),(- a scorpion with front claws and a tail)
997,万,4608450.jpg,Component 萬 older 𥝅  from (rem+ 艹 claws) and  (rem+ 臼 jiù claws)(rem- 禺 yú) B106 万[萬] simp 万. (name- scorpion-10000 (万)萬𥝅 wàn),(- a scorpion with front claws and a tail)
998,万,4608691.jpg,Component 萬 older 𥝅  from (rem+ 艹 claws) and  (rem+ 臼 jiù claws)(rem- 禺 yú) B106 万[萬] simp 万. (name- scorpion-10000 (万)萬𥝅 wàn),(- a scorpion with front claws and a tail)
